filepath,label
/content/pothole-ek-1/train/images/images208_jpg.rf.f3f04c8699c535434057c03e37db2526.jpg,Road_Issues_Pothole
/content/Domestic-Trash--1/train/images/Datacluster-Trash-123-_jpg.rf.e5110dc1664d573d8ce988ad649cc288.jpg,Domestic_trash
/content/pothole-ek-1/train/images/images180_jpg.rf.78e82ef82bc454736778dec28ac19bf0.jpg,Road_Issues_Pothole
/content/Graffiti-1/train/images/2776859333928091853_jpg.rf.014a8555b964674153f79f4a9c5419ea.jpg,Vandalism_Graffiti
/content/concrete-3/train/images/0068_jpg.rf.fc88b567147635064ae5ebc0e312092d.jpg,Infrastructure_Damage_Concrete
/content/Graffiti-1/train/images/IMG_20180724_124841_jpg.rf.200e02bcd00082f96d3af01c9bf582cb.jpg,Vandalism_Graffiti
/content/concrete-3/train/images/001255_jpg.rf.987afdeb42d64fa484c7919b1ddefc36.jpg,Infrastructure_Damage_Concrete
/content/illegal-parking-1/train/images/illegal-parking-402-_png.rf.7c1f4cbd9869dd150262ddc888159d6b.jpg,Parking_Issues_Illegal_Parking
/content/pothole-ek-1/train/images/youtube-31_jpg.rf.0aa2eb36afc0b72e5e68f8ccb503f3a5.jpg,Road_Issues_Pothole
/content/Domestic-Trash--1/test/images/Datacluster-Trash-179-_jpg.rf.22c6d3f33fc1edaa4aa789d871675178.jpg,Domestic_trash
/content/Domestic-trash-2/train/images/Datacluster-Trash-223-_jpg.rf.27614ce7c7a3c8e5b19f217b17b9659b.jpg,Domestic_trash
/content/Domestic-trash-2/test/images/Datacluster-Trash-42-_jpg.rf.4534ea229f7a49425f75f7fa9561e82e.jpg,Domestic_trash
/content/Graffiti-1/train/images/2754752853404597428_jpg.rf.7117137c0012f62962a778eeab3a6aca.jpg,Vandalism_Graffiti
/content/Domestic-Trash--1/test/images/Datacluster-Trash-3-_jpg.rf.783d78659355b78cddee0bf476ea0ec6.jpg,Domestic_trash
/content/pothole-ek-1/train/images/images199_jpg.rf.15795b491c10a7664ca935440505aa03.jpg,Road_Issues_Pothole
/content/pothole-ek-1/train/images/youtube-29_jpg.rf.d7430e0b6e23280e5c12331d924e4f2e.jpg,Road_Issues_Pothole
/content/illegal-parking-1/train/images/illegal-parking-628-_png.rf.624058c6cdb47dc13e08eb46b46c8d6e.jpg,Parking_Issues_Illegal_Parking
/content/pothole-ek-1/test/images/images207_jpg.rf.8e91c0da00973111da60dac11e1fa735.jpg,Road_Issues_Pothole
/content/damaged-signs-Hind-2/test/images/IMG_8269_jpg.rf.9a2bad38bd4ab9e8bd2c9628381a6f3d.jpg,Road_Issues_Damaged_Sign
/content/damaged-signs-Hind-2/train/images/IMG_8750_jpg.rf.da4ad54f5d07ae83f6d8fe24a53a24f6.jpg,Road_Issues_Damaged_Sign
/content/damaged-signs-Hind-2/train/images/IMG_8353_jpg.rf.53fcb55f3db425ec92b610aacf23bf33.jpg,Road_Issues_Damaged_Sign
/content/illegal-parking-1/train/images/illegal-parking-701-_png.rf.08adbd0a35b5f2f2685483af4506abf9.jpg,Parking_Issues_Illegal_Parking
/content/illegal-parking-1/train/images/illegal-parking-719-_png.rf.1619383dba107d8ff49c6078a5e98a99.jpg,Parking_Issues_Illegal_Parking
/content/illegal-parking-1/train/images/illegal-parking-785-_png.rf.0c9af75027d2b010cc5bb3f6f49edda4.jpg,Parking_Issues_Illegal_Parking
/content/Domestic-Trash--1/test/images/Datacluster-Trash-3-_jpg.rf.783d78659355b78cddee0bf476ea0ec6.jpg,Domestic_trash
/content/damaged-signs-Hind-2/train/images/IMG_8837_jpg.rf.e9e645bd6b3bc8929a6b20805b8c5e5a.jpg,Road_Issues_Damaged_Sign
/content/Domestic-Trash--1/test/images/Datacluster-Trash-106-_jpg.rf.85af2a5905c228e01585e98ac202c2c3.jpg,Domestic_trash
/content/concrete-3/train/images/001119_jpg.rf.773d859ba330a4540cb8c147b10073ea.jpg,Infrastructure_Damage_Concrete
/content/Graffiti-1/train/images/IMG_20180714_104624_jpg.rf.9561268b1a36a958642341169e4eb2c8.jpg,Vandalism_Graffiti
/content/illegal-parking-1/train/images/illegal-parking-741-_png.rf.0f7d232e577f61d4a3d0efc37c287fbf.jpg,Parking_Issues_Illegal_Parking
/content/damaged-signs-Hind-2/train/images/IMG_8851_jpg.rf.b24f07eb84750e3b7109ef495c408478.jpg,Road_Issues_Damaged_Sign
/content/Graffiti-1/train/images/images-2024-07-07T003807-872_jpg.rf.2c79c198b09bc5adf2dbec3beb19e211.jpg,Vandalism_Graffiti
/content/Graffiti-1/test/images/IMG_20180714_095301_jpg.rf.953c2ae44fdf8485ce6489d5c93b452c.jpg,Vandalism_Graffiti
/content/pothole-ek-1/train/images/images212_jpg.rf.767583a074f7d1166ae8ac2acebdca17.jpg,Road_Issues_Pothole
/content/Road-holes-1/train/images/1148_jpg.rf.6e100c5f6f0acbcb96bc9b4e3d76f216.jpg,Road_Issues_Pothole
/content/damaged-signs-Hind-2/test/images/IMG_8353_jpg.rf.8a02c8fc3685477f86e6956071728799.jpg,Road_Issues_Damaged_Sign
/content/illegal-parking-1/train/images/illegal-parking-131-_png.rf.e95afb41a25e7436f22e1bc3aba6eb0b.jpg,Parking_Issues_Illegal_Parking
/content/pothole-ek-1/train/images/youtube-30_jpg.rf.4a7a9b5fb083696e5d680eac182f5bdf.jpg,Road_Issues_Pothole
/content/concrete-3/train/images/001349_jpg.rf.8781670c7535f6a71afbaa2edac4e2ce.jpg,Infrastructure_Damage_Concrete
/content/Graffiti-1/train/images/2776590023418290145_jpg.rf.b72a1585f5c1c48a3299c375753af627.jpg,Vandalism_Graffiti
/content/concrete-3/train/images/0048_jpg.rf.4bfde42ae55f04dda89e8d81e82be5e3.jpg,Infrastructure_Damage_Concrete
/content/Domestic-trash-2/train/images/Datacluster-Trash-127-_jpg.rf.45de5f815a6132d3f1847ee4110e0df4.jpg,Domestic_trash
/content/pothole-ek-1/train/images/youtube-29_jpg.rf.58ac6f2eb032a58648a8afa219b1f1a1.jpg,Road_Issues_Pothole
/content/damaged-signs-Hind-2/train/images/IMG_8661_jpg.rf.610487dab109de4bd985167394fea2f5.jpg,Road_Issues_Damaged_Sign
/content/pothole-ek-1/train/images/youtube-29_jpg.rf.0143b0234a58a6467b2bd7c7e6db7316.jpg,Road_Issues_Pothole
